Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9450897084342109,0.07149916804499096,0.45264706015586853,0.29329103065861595,9.097486332178715,0.22729794681072235
2,0.7092663764953613,0.051441051728195616,0.5524016155136956,0.20484343899620905,10.288521775596118,0.3192684382200241
3,0.9136534267001681,0.04597967714071274,0.8057808041572571,0.7068942937586042,14.103459551039935,0.28832255601882933
4,0.7841425869199965,0.038703626725408766,0.6800824761390686,0.41911034319135876,14.639323039892318,0.36629889011383054
5,0.8871528744697571,0.03548181595073806,0.5915483050876194,0.38840140932136114,16.64518931869319,0.4403835117816925
6,0.882837266392178,0.036468848834435144,0.25603551268577573,0.11421582450469335,15.870395118941584,0.4509996950626373
7,0.717959565586514,0.0328834378057056,0.5084613958994547,0.18796132802963256,16.786664914173617,0.41839497089385985
8,0.8421755366855197,0.02976998214920362,0.31958524584770204,0.12993249661392636,13.988311284215664,0.43437915444374087
9,0.9197845988803439,0.030248086692558393,0.5055632544888391,0.4299652907583449,11.68108781543847,0.3800676763057709
10,0.8760960459709167,0.02767352590130435,0.527871251768536,0.32614251110288833,15.64045834473176,0.44198102951049806
11,0.8987662580278185,0.025481221824884416,0.3693704790539212,0.26409134997261896,14.679771702996579,0.44318701028823854
12,1.025475149684482,0.02357261213991377,0.4997516327434116,0.5237278951538934,15.271835025164059,0.5144698560237885
13,0.9829949061075847,0.022823165357112884,0.6189283635881212,0.6275726437568665,16.27772979953305,0.5142781734466553
14,0.9957095172670153,0.026722460985183716,0.7737355563375685,0.7597288701269361,16.3692116980785,0.49189248085021975
15,0.9549336327446831,0.02908163219690323,0.7183493375778198,0.6285459452205234,14.353091718204967,0.47689442038536073
16,1.010365284813775,0.023562997455398242,0.6125584059291416,0.6326722568935819,14.603477675791744,0.48069517612457274
17,1.010497710439894,0.024064726961983574,0.7045234269566006,0.6978810562027825,14.739801087311584,0.4613103687763214
18,1.0260391102896795,0.024235939524239965,0.6396177371342977,0.6737541013293796,16.207674944228806,0.49515160322189333
19,0.9963464405801561,0.023006849611798923,0.7482761820157369,0.7749358746740553,18.292342103211677,0.5336919546127319
20,1.0217035267088148,0.02048419080674648,0.777940857410431,0.7927535785569085,15.919952703620517,0.4788765013217926
21,1.021243723233541,0.019967295312219194,0.7886201130019294,0.8163931409517924,15.920358343621041,0.5136767268180847
22,0.9998433629671732,0.019902974946631326,0.8343591173489888,0.8560069190131293,18.809967935925002,0.5702894508838654
