Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
51,1.0000004577636719,0.0032485483027994634,0.9999980020523072,0.9999984693527222,29.47186649697114,0.8800391554832458
52,1.0000000190734863,0.003519710572436452,0.9999967670440674,0.9999967789649964,29.008449960949672,0.8844703793525696
53,1.000000307559967,0.002923654620535672,0.9999933624267578,0.9999936604499817,29.358232388265805,0.8890180110931396
54,1.0000001072883606,0.003287959834560752,0.999997034072876,0.9999971413612365,29.390924898548874,0.8891560077667237
55,0.9999995851516723,0.003907676711678505,0.9999970841407776,0.9999966669082642,25.730465572088164,0.8679471611976624
56,1.0000019669532776,0.0037658274453133346,0.9999952197074891,0.9999972176551819,26.230040924133675,0.8744041442871093
57,1.0000000047683715,0.0036539147794246675,0.9999970006942749,0.9999970078468323,29.162034874265053,0.8878625988960266
58,0.9999996328353882,0.0029863696172833442,0.9999964427947998,0.999996075630188,27.756208907968475,0.8863452076911926
59,0.9999990558624268,0.0030750351352617144,0.9999935293197632,0.9999925804138183,29.684235454909093,0.8939971089363098
60,0.9999997663497925,0.0033555921632796525,0.9999963665008544,0.9999961233139039,28.959846345664786,0.8907139897346497
61,1.000001037120819,0.003381448402069509,0.9999964570999146,0.999997501373291,29.557996944465124,0.8715248227119445
62,1.0000010538101196,0.003191543538123369,0.99999591588974,0.9999969816207885,29.80341228152607,0.889200234413147
63,1.0000003337860108,0.0037368076015263795,0.9999979281425476,0.9999982762336731,27.513072552548046,0.8809863448143005
64,1.000000021457672,0.003330789436586201,0.9999989533424377,0.9999989700317383,27.872411399064184,0.8859064102172851
65,1.0000001788139343,0.0033299609739333392,0.9999960851669312,0.9999962711334228,28.538763008831943,0.8891603350639343
66,0.9999995970726013,0.003054036772809923,0.9999957871437073,0.9999953556060791,28.02348023474397,0.8836779832839966
67,0.9999993848800659,0.0028229444939643143,0.9999962759017944,0.9999956488609314,29.32988090473128,0.8934055685997009
68,1.0000004172325134,0.002941325451247394,0.9999973797798156,0.9999977993965149,29.67961726050259,0.8996533393859864
69,0.9999999284744263,0.0026678149355575443,0.9999981570243835,0.9999980878829956,29.936628687306744,0.8967463374137878
70,0.9999999237060547,0.0030720844399183987,0.9999974751472473,0.9999973893165588,29.554944070392626,0.8938509821891785
71,1.0000000667572022,0.0033377393055707217,0.9999980568885803,0.9999981188774109,28.95581661449761,0.8876152157783508
72,1.0000003695487976,0.0030353984283283354,0.9999966382980346,0.9999970149993896,27.2060061385298,0.8937227606773377
73,1.0000003600120544,0.003882557675242424,0.9999975514411926,0.9999979329109192,28.27373730348164,0.8896770477294922
74,0.9999985265731811,0.003529228009283543,0.9999937605857849,0.9999922084808349,24.616726940099568,0.8835245728492737
75,0.9999996447563171,0.00312962653581053,0.9999958992004394,0.9999955201148987,25.89221507527466,0.8899849414825439
76,1.0000000071525574,0.0028166506718844174,0.9999974012374878,0.9999974060058594,29.656110060461423,0.9010601758956909
77,1.0000000262260438,0.0026436410984024407,0.9999987769126892,0.9999988079071045,28.321103417713523,0.885945737361908
78,1.0000009202957154,0.0029073083959519864,0.9999926590919495,0.999993600845337,28.002854502824523,0.8989125609397888
79,0.9999998044967652,0.002829214264638722,0.9999976658821106,0.9999974799156189,28.529621426222356,0.899085795879364
80,0.9999998259544373,0.002899602446705103,0.9999980735778808,0.9999978947639465,29.237710281660565,0.9001178979873657
81,1.0000005769729614,0.002454785858280957,0.999993417263031,0.999994022846222,29.457989583355552,0.8991031169891357
82,1.000000524520874,0.002786481808871031,0.9999968457221985,0.9999973893165588,30.44434053531653,0.8995018482208252
83,1.0000019454956055,0.003217384028248489,0.9999939560890198,0.9999959349632264,23.767486075735498,0.8612009644508362
84,0.9999999380111695,0.0034693307988345624,0.9999984455108643,0.9999983882904053,27.325092472735697,0.890744400024414
85,1.0000002574920654,0.0035217455867677925,0.9999973011016846,0.99999755859375,22.21714390185287,0.8565706729888916
86,1.0000008511543275,0.0030546443443745376,0.9999966907501221,0.9999975562095642,29.82175216547081,0.8950059533119201
87,1.0000002646446229,0.0032665231451392174,0.9999987745285034,0.9999990487098693,28.985127705824098,0.887800133228302
88,1.0000006890296935,0.002864660783670843,0.9999972558021546,0.9999979567527771,28.216361320312544,0.8930853962898254
89,1.0000000810623169,0.0031100046169012783,0.9999992513656616,0.9999993300437927,29.576542201512535,0.8949911713600158
90,0.9999991464614868,0.0027938497113063933,0.9999991226196289,0.999998254776001,30.06587514561423,0.9023668766021729
91,1.0000002598762512,0.002790098893456161,0.9999987888336181,0.9999990510940552,29.019053550457087,0.9004142642021179
92,0.9999999117851257,0.0032717627473175526,0.9999985194206238,0.9999984407424927,27.248781661927403,0.8912859201431275
93,1.000000307559967,0.0025370790157467128,0.9999986529350281,0.9999989652633667,29.539254261299206,0.8908128142356873
94,1.0000004863739014,0.003217855617403984,0.9999957251548767,0.9999962425231934,30.220532313178087,0.8927559137344361
95,1.0000000381469727,0.002758633363991976,0.9999983739852906,0.9999984240531922,28.612288321459573,0.8923028111457825
96,1.0000006866455078,0.0029687608359381555,0.9999980306625367,0.9999987196922302,29.598592582553252,0.9003860592842102
97,1.0000000786781311,0.002757667489349842,0.9999994301795959,0.9999995136260986,30.2167716192842,0.8865251660346984
98,1.000000035762787,0.002595169208943844,0.9999986743927002,0.999998722076416,27.83580096763716,0.8949860811233521
99,0.999999942779541,0.0031807472743093966,0.9999992966651916,0.9999992442131043,25.410452292192293,0.8929405808448792
100,0.9999997806549072,0.0034999803872779013,0.9999990272521972,0.9999988222122193,28.730409261364862,0.8863037586212158
101,0.9999999451637268,0.0032998983189463614,0.9999989724159241,0.9999989295005798,27.873424948280658,0.8896066308021545
102,1.000000102519989,0.0025774530321359635,0.9999988651275635,0.9999989771842956,30.335150485774015,0.8955007076263428
103,1.0000008678436278,0.0028876348584890364,0.9999968719482422,0.9999977731704712,30.745919190247033,0.9028741717338562
104,0.9999998903274536,0.002284285221248865,0.9999992871284484,0.9999991869926452,29.90864344811513,0.9047474265098572
105,1.0000000739097594,0.002298962562344968,0.9999986100196838,0.9999986910820007,29.083760310301393,0.890669322013855
106,0.9999999213218689,0.002678267573937774,0.9999992060661316,0.9999991440773011,29.929656539331198,0.9013514876365661
107,0.9999989223480225,0.0031482401257380845,0.9999969053268433,0.9999957633018494,29.57276127303423,0.8930948972702026
108,1.0000002264976502,0.0027676442684605716,0.9999980878829956,0.9999983072280884,30.11172782171974,0.8869253516197204
109,0.9999996852874756,0.00280626077670604,0.9999988508224488,0.9999985361099243,29.066874186809027,0.9055565595626831
110,0.9999999761581421,0.0023915848042815923,0.999998083114624,0.9999980640411377,30.796009618956283,0.9020533442497254
111,0.9999993109703064,0.0023689766693860293,0.999998574256897,0.9999978756904602,31.27499220887975,0.9073900580406189
112,0.9999998950958252,0.002262078118510544,0.9999971866607666,0.9999970746040344,31.57839838001735,0.9086453199386597
113,0.999999930858612,0.0021942656161263586,0.9999991440773011,0.9999990820884704,29.90715403168332,0.9010161638259888
114,0.9999999809265137,0.002382944989949465,0.9999981141090393,0.9999980950355529,29.110766159039944,0.9032734513282776
115,0.9999998378753662,0.0023744611721485853,0.9999984288215638,0.9999982714653015,30.76036779277841,0.9031967163085938
116,0.9999996447563171,0.002302133864723146,0.9999985718727111,0.9999982023239136,28.770533536347003,0.9016418337821961
117,1.0000000524520873,0.002188575929030776,0.9999981307983399,0.9999981784820556,29.860839147545445,0.907485032081604
118,1.0000000452995301,0.0029038000106811524,0.999997193813324,0.9999972558021546,29.27376848802572,0.9011823534965515
119,1.000000205039978,0.0023650092631578444,0.9999984502792358,0.9999986600875854,30.39843735291071,0.9092699766159058
120,1.0000000977516175,0.0023219090001657607,0.9999990177154541,0.9999991178512573,29.448022979851967,0.9071145415306091
121,0.9999998164176941,0.0023555048368871213,0.9999982523918152,0.9999980568885803,30.62608651290875,0.902493166923523
122,1.0000002217292785,0.002123778029344976,0.9999984097480774,0.9999986433982849,30.520449810053908,0.9085750460624695
123,1.0000000166893006,0.002298088651150465,0.9999994015693665,0.9999994349479675,30.474051255421614,0.9033993721008301
124,1.000000104904175,0.002092247912660241,0.9999985432624817,0.9999986553192138,31.329893933967845,0.9101544976234436
125,0.9999998188018799,0.002087926412932575,0.9999983477592468,0.9999981689453125,31.751730327983058,0.9112859010696411
126,1.000001072883606,0.0024677261523902414,0.9999958443641662,0.9999969387054444,28.851623012173633,0.9071535468101501
127,1.0000000810623169,0.0023524713097140193,0.999999282360077,0.9999993681907654,30.373281425431596,0.9040298223495483
128,0.999999885559082,0.002289649127051234,0.9999987697601318,0.9999986624717713,31.015296350588205,0.9093464136123657
129,1.0000002312660217,0.002313363919965923,0.9999973201751708,0.9999975562095642,30.699614288171702,0.9086328029632569
130,0.9999999976158143,0.002396381278522313,0.9999985146522522,0.9999985218048095,29.220932899364037,0.9090411186218261
131,1.0000000047683715,0.002305543883703649,0.9999995183944702,0.9999995303153991,29.154849205656053,0.8951441407203674
132,0.9999998998641968,0.002295350097119808,0.9999991250038147,0.9999990296363831,29.94824012363104,0.9111526012420654
133,0.9999999809265137,0.002154911104589701,0.9999985837936402,0.9999985647201538,30.514054102613827,0.9061607718467712
134,0.9999998474121093,0.002111740782856941,0.9999970436096192,0.9999968910217285,31.008100061421867,0.9065256476402282
135,1.0000000715255737,0.0022182079683989286,0.9999992275238037,0.9999992966651916,30.54251339717822,0.8971273899078369
136,1.0000000023841857,0.0022639112593606115,0.9999986982345581,0.9999987077713013,30.023889554226997,0.9092775106430053
137,1.0000000166893006,0.0021665529208257793,0.9999989748001099,0.9999990034103393,27.278335324287713,0.9017992377281189
138,1.0000001001358032,0.0019839500403031705,0.9999986839294434,0.999998791217804,31.611530759584475,0.9106073379516602
139,0.9999998140335083,0.002022380889393389,0.9999985647201538,0.9999983811378479,30.4263967298459,0.9112193822860718
140,1.0000000023841857,0.0020990986470133064,0.9999970602989197,0.9999970579147339,30.980597095529596,0.9121283173561097
141,1.0000005054473877,0.0021432070713490246,0.999998254776001,0.9999987649917602,31.184383914539243,0.9131239295005799
142,1.000000104904175,0.0023282140679657458,0.9999984812736511,0.9999985909461975,29.071992511332986,0.9038250684738159
143,1.0000000262260438,0.002611022423952818,0.9999981021881104,0.999998140335083,30.23941853956298,0.9051394939422608
144,1.0000000166893006,0.0026191565254703162,0.9999988031387329,0.9999988269805908,29.604859035224116,0.9084967374801636
145,1.0000000286102295,0.002490016580559313,0.9999992966651916,0.9999993371963501,29.545019966051697,0.9048324465751648
146,1.0000001335144042,0.0023905394785106184,0.9999986886978149,0.9999988269805908,30.571882002450458,0.9007172226905823
147,1.0000000429153442,0.0025067430874332786,0.9999983286857606,0.9999983859062195,18.049538384471905,0.8893180251121521
148,1.0000001645088197,0.011697986461222172,0.9999988293647766,0.9999990034103393,21.815263880967436,0.8186334609985352
149,1.0000000739097594,0.008772155866026879,0.9999981951713562,0.9999982738494873,26.15489717970549,0.8417610883712768
150,1.0000003862380982,0.004821124421432614,0.9999984431266785,0.9999988508224488,30.15048670186247,0.8859443664550781
151,1.0000001525878905,0.0032690491247922182,0.9999993681907654,0.9999995279312134,27.704882610044336,0.8842606544494629
152,0.9999999737739563,0.003423297549597919,0.9999994897842407,0.999999463558197,29.003250151260303,0.8902788519859314
153,1.0000000786781311,0.003068904452957213,0.9999992108345032,0.9999993014335632,21.963628597615,0.8833512425422668
154,1.0000001096725464,0.002676770407706499,0.9999992203712463,0.9999993348121643,30.279964498466665,0.9002519130706788
155,1.0000000596046448,0.00274351071100682,0.9999991011619568,0.9999991679191589,28.82437920499591,0.8960947513580322
156,1.0000000166893006,0.002301939963363111,0.9999994969367981,0.9999995183944702,31.182318986808827,0.9057824611663818
157,0.9999999260902405,0.002404284712392837,0.9999995613098145,0.9999994993209839,31.41686379280021,0.904614531993866
158,1.0000000309944153,0.0025275458954274656,0.9999993062019348,0.9999993491172791,29.752376311914812,0.9065052270889282
159,1.0000000262260438,0.0023699112562462687,0.9999996328353882,0.999999668598175,31.05276442442389,0.9084924340248108
160,1.0000000286102295,0.0021474865870550275,0.9999996018409729,0.9999996304512024,31.72075245111961,0.9109564423561096
161,0.999999942779541,0.0021277628745883705,0.9999991178512573,0.9999990606307984,30.748906456287383,0.9083893775939942
162,1.0000000262260438,0.0022274445509538054,0.9999995803833008,0.9999996113777161,29.835652584002172,0.9076009750366211
163,1.0000000858306886,0.0021459017088636756,0.9999993228912354,0.999999418258667,30.42998796970813,0.9081469535827636
164,1.0000000381469727,0.00217904576100409,0.9999994516372681,0.9999994921684265,29.39000223493633,0.9099006175994873
165,1.0000000071525574,0.002497978024184704,0.999999532699585,0.9999995470046997,29.237047090175427,0.9061586499214173
166,0.9999999666213989,0.0021767596062272788,0.9999997282028198,0.9999996995925904,30.514459113930172,0.912406837940216
167,1.0000001192092896,0.001929368837736547,0.9999988007545472,0.9999989342689514,31.279801181428525,0.9147387623786927
168,1.00000009059906,0.001797047471627593,0.9999991703033447,0.9999992728233338,31.583447466138036,0.9125811100006104
169,1.0000000023841857,0.001986113879829645,0.9999994659423828,0.9999994754791259,30.988324669781985,0.91293865442276
170,1.000000033378601,0.0022487404569983484,0.9999996113777161,0.9999996590614318,31.699579939536278,0.9131612062454224
171,0.9999999761581421,0.0022245981870219114,0.999999725818634,0.9999997019767761,31.763394725134162,0.9158905625343323
172,0.9999999976158143,0.0019597648130729793,0.999999361038208,0.9999993681907654,31.637923201470926,0.9115483880043029
173,0.9999999952316284,0.0018905211449600757,0.9999985837936402,0.9999985837936402,30.732959530262555,0.9138787388801575
174,1.000000033378601,0.0017277546972036362,0.9999993872642517,0.9999994254112243,31.4227960381216,0.9111058712005615
175,1.0000000524520873,0.0019055541045963763,0.9999992656707763,0.9999993133544922,31.427577756962528,0.9165794372558593
176,1.0000000262260438,0.0018166378559544682,0.9999997591972352,0.9999997901916504,31.867580547229736,0.9143387913703919
177,0.9999999499320984,0.002140473355539143,0.9999996638298034,0.9999996256828309,30.963352954157685,0.9173962473869324
178,0.9999999856948852,0.0021834285743534566,0.9999994969367981,0.9999994826316834,31.194823099652567,0.9120835900306702
179,0.9999999117851257,0.0019375732168555259,0.9999995994567871,0.9999995183944702,31.674409814946415,0.9160379648208619
180,0.9999998831748962,0.0019926103716716172,0.9999995040893555,0.9999993944168091,31.832534697268407,0.9147579193115234
181,0.9999999666213989,0.001860630391165614,0.9999995350837707,0.9999995064735413,30.696762702740585,0.9142209053039551
182,0.9999999737739563,0.002183300405740738,0.9999996519088745,0.9999996328353882,30.548537501776668,0.9134803175926208
183,1.000000035762787,0.0020412591192871333,0.9999996829032898,0.9999997282028198,31.77249492954436,0.9126521110534668
184,1.0000000166893006,0.001853521333541721,0.9999990558624268,0.9999990797042847,32.06692100928077,0.9175170063972473
185,0.9999999880790711,0.0015200760937295855,0.9999997210502625,0.999999713897705,32.27695182932493,0.918362307548523
186,0.99999995470047,0.0016517706913873552,0.9999989104270935,0.999998881816864,31.863981185655202,0.9179393768310546
187,1.0000000858306886,0.0017507185693830252,0.9999994111061096,0.9999995040893555,31.428856393429424,0.912181270122528
188,0.9999999856948852,0.0017776256916113198,0.9999993944168091,0.9999993968009949,30.78835630977776,0.9188221454620361
189,0.9999999213218689,0.001753315757960081,0.9999994778633118,0.999999406337738,32.22720344043189,0.9174063801765442
190,1.0,0.0017225399916060268,0.9999991250038147,0.999999132156372,31.671231935107823,0.9187184691429138
191,1.000000035762787,0.0018605722999200224,0.9999991440773011,0.9999991869926452,30.08804099621726,0.9136404275894165
192,1.000000033378601,0.002050599558278918,0.999999668598175,0.9999997115135193,31.724763621143424,0.9138810276985169
193,1.0000000381469727,0.0019301636051386594,0.9999994683265686,0.9999995160102845,31.37366437444892,0.9145887017250061
194,1.0000001072883606,0.0018115808814764022,0.9999987006187439,0.9999988198280334,31.81800930133795,0.9162837028503418
195,1.0000000429153442,0.001761729302816093,0.999999463558197,0.9999995136260986,31.503426925583497,0.9188169598579407
196,1.000000033378601,0.0019414923619478941,0.9999996137619018,0.9999996519088745,28.63449350184263,0.9137104988098145
197,1.0000000143051146,0.002169818552210927,0.9999997329711914,0.9999997568130493,31.23066197502304,0.9121828317642212
198,1.0000000596046448,0.001726433071307838,0.9999991655349731,0.9999992370605468,30.84262441118314,0.9169072270393371
199,0.9999999690055847,0.0019225652236491441,0.9999987864494324,0.9999987530708313,31.96344914404072,0.9089265823364258
200,1.0000001287460327,0.0017830679821781814,0.9999994707107543,0.9999996042251587,31.655693574242967,0.9161809802055358
201,0.9999999570846557,0.001675518900156021,0.9999995732307434,0.9999995374679566,31.042614077807432,0.9125174283981323
202,1.0000000452995301,0.0016622207104228437,0.999999327659607,0.9999993824958802,32.03168225534644,0.9191968441009521
203,0.9999999737739563,0.001692758766002953,0.9999995756149292,0.9999995517730713,31.599791081797086,0.9178746700286865
204,0.9999999976158143,0.0015697492379695176,0.9999994087219238,0.9999994206428527,32.35481224481294,0.9195271849632263
205,1.0000000262260438,0.0015648954920470714,0.9999997282028198,0.9999997663497925,32.214449628557105,0.9204689741134644
206,1.0000000381469727,0.0017436609975993633,0.9999993801116943,0.999999418258667,31.841291483210085,0.918398666381836
207,1.0000000095367432,0.0017543407902121545,0.9999995756149292,0.9999995851516723,32.31884267902443,0.9193384528160096
208,1.0000000071525574,0.0016555865737609566,0.9999991917610168,0.9999992036819458,32.133182665604956,0.915796446800232
209,1.0000000095367432,0.001741594048216939,0.9999996590614318,0.9999996757507325,32.107530340500865,0.9182985901832581
210,0.9999999880790711,0.0016764977457933128,0.999999554157257,0.9999995493888855,31.762691744890198,0.9185130953788757
211,1.0000000095367432,0.0020580295845866203,0.9999995374679566,0.9999995589256286,29.06248342007156,0.9073523998260498
212,0.9999999880790711,0.0022684187814593316,0.9999996733665466,0.9999996733665466,29.417179518923675,0.9155796885490417
213,0.9999999785423279,0.0021839095233008267,0.9999997282028198,0.9999997115135193,31.181811788883937,0.9113175988197326
214,0.9999999523162841,0.0020983359031379223,0.9999995279312134,0.9999994969367981,30.091010773605056,0.9127119302749633
215,0.9999999785423279,0.002132363533601165,0.9999997568130493,0.9999997425079346,31.900902271298158,0.9106378793716431
216,1.0000001406669616,0.001812152974307537,0.99999915599823,0.9999992990493775,31.66018306709955,0.9170946598052978
217,1.0000000262260438,0.002027391097508371,0.9999992632865906,0.9999993014335632,31.324401983186227,0.9091226100921631
218,1.0000000858306886,0.0015921181091107428,0.9999993300437927,0.9999994206428527,31.339604805243475,0.9039519429206848
219,1.000000033378601,0.0015884082298725844,0.9999997401237488,0.9999997782707214,32.09007022263461,0.9219329953193665
220,1.0000000095367432,0.0018478725594468415,0.9999997472763061,0.9999997663497925,30.29886331462263,0.9149858713150024
221,1.0000000166893006,0.001735319304279983,0.999999828338623,0.9999998426437378,31.366093386315864,0.9156180024147034
222,1.0,0.0017736143106594682,0.9999998903274536,0.9999998950958252,31.894788333633084,0.9198269367218017
223,1.0000000643730163,0.001825265835504979,0.9999991250038147,0.9999991917610168,30.18461105912957,0.9066611289978027
224,0.9999999856948852,0.0019046549778431654,0.9999996280670166,0.999999623298645,31.248035817134976,0.9061792612075805
225,0.9999999880790711,0.0018675894569605588,0.9999996137619018,0.9999996018409729,31.78551078060401,0.9131080269813537
226,1.0000000095367432,0.00172776622697711,0.999999680519104,0.9999997019767761,31.945289417863272,0.9150058031082153
227,1.0000000143051146,0.0017719949898310006,0.9999996256828309,0.9999996495246887,31.711496589977912,0.9136438131332397
228,0.9999999594688416,0.0016758547769859433,0.9999994206428527,0.9999993801116943,31.891897030091776,0.9199457883834838
229,1.0000000143051146,0.0017136107431724667,0.9999997401237488,0.9999997544288636,32.38687594436744,0.9205541849136353
230,0.9999996566772461,0.001635896002408117,0.99999929189682,0.9999989247322083,30.868013209645877,0.9165795683860779
231,1.0000000309944153,0.0017939117969945073,0.9999995994567871,0.9999996328353882,31.588908793547752,0.9135878086090088
232,0.9999999976158143,0.0018215825571678578,0.999999361038208,0.9999993681907654,31.986178611910077,0.9174451231956482
233,0.99999995470047,0.0016528363665565848,0.9999993085861206,0.9999992656707763,32.029285396249506,0.9145824313163757
234,0.9999999618530273,0.0017936580954119564,0.9999996495246887,0.9999996113777161,31.07211626346681,0.9118622660636901
235,1.0000003218650817,0.0019853780046105384,0.9999989247322083,0.9999992609024048,31.2035261976796,0.9149168968200684
236,0.9999999070167541,0.0019482512259855866,0.9999995160102845,0.9999994254112243,31.04144883180238,0.9041353702545166
237,1.0000000190734863,0.00189883294980973,0.9999995160102845,0.9999995493888855,31.19374752706961,0.9147666573524476
238,1.0000000286102295,0.0020951006468385457,0.999999282360077,0.9999993181228638,31.198726104337958,0.9162984132766724
239,0.9999999904632568,0.002627432222943753,0.99999986410141,0.9999998569488525,28.3649166627322,0.9009409427642823
240,1.0000000476837159,0.0025563443684950473,0.9999996447563171,0.9999996948242188,30.345728931305075,0.9094960331916809
241,1.0000000023841857,0.0019833577144891023,0.9999994301795959,0.9999994373321534,30.4859825812799,0.9166035413742065
242,1.0,0.0019014217192307114,0.9999997544288636,0.9999997639656066,31.212348637817556,0.9170305967330933
243,1.000000033378601,0.0017576602660119534,0.9999992752075195,0.9999993133544922,31.847370624384986,0.9178419232368469
244,1.0000000023841857,0.0018337885616347195,0.9999998092651368,0.9999998164176941,30.02323494086426,0.9134556889533997
245,1.0000000166893006,0.0020807476434856653,0.9999995923042297,0.9999996161460877,32.216875663444206,0.9165153861045837
246,1.0000000143051146,0.00199725974816829,0.9999996709823609,0.9999996876716614,31.29021269685309,0.9148407936096191
247,1.0000000405311584,0.0016947682108730078,0.9999995374679566,0.9999995875358582,30.96033202327692,0.9175424575805664
248,0.9999999833106995,0.0018601963738910854,0.9999998307228088,0.9999998164176941,30.880574903518795,0.9186639070510865
249,1.000000021457672,0.0020235529821366074,0.9999994516372681,0.9999994850158691,30.029769267255464,0.9160395860671997
250,1.0000000238418578,0.0020199597720056773,0.999999737739563,0.9999997591972352,30.406553996185707,0.9140605807304383
251,1.0000000190734863,0.002017707768827677,0.9999998188018799,0.999999840259552,31.655612825845758,0.9128385066986084
252,1.0000000309944153,0.0018204415310174226,0.9999997091293334,0.999999749660492,31.990040253069488,0.9188392996788025
253,0.9999999952316284,0.0014937022817321122,0.9999998259544373,0.9999998211860657,31.275547134157407,0.9219546556472779
